0.930482,-1274.364422,-0.6,81.405934,1,0.1095,2638.577705,0.16243,0.468536,33.14375,0.977016,100,1.427285,0
0.045914,-129.636832,1.22,3.985376,1,0.1428,266.418776,0.123132,0.468536,21.437143,0.935619,0.031947,1.388716,0
0.741123,-3519.400222,-1.01,36.113977,1,0.1326,1902.872023,0.201727,0.468536,35.400909,1.248168,3.401361,1.440661,0
0.088387,-54.59444,1.7,-6.482093,1,0.2003,585.865205,0.15195,0.468536,29.115,1.082917,15.151515,1.245521,0
0,0,1.7,-3.391319,1,0.2003,663.752705,0.15719,0.468536,27.46625,1.082917,0,0,0
0.539997,-360.96389,-0.64,-28.403557,1,0.1524,1779.023538,0.16505,0.468536,40.436667,0.849064,18.518519,1.340781,0
0.601349,271.690414,-0.64,-36.252137,1,0.1524,2813.950205,0.065496,0.605808,46.916,0.849064,15.151515,1.279778,0
0.745853,-1028.213694,-0.6,-14.519642,1,0.1095,2417.477705,0.15195,0.394711,36.8375,0.977016,15.151515,1.279778,0
0.512146,-517.585712,-0.22,-0.22059,1,0.1179,1461.890205,0.15981,0.511632,31.391111,0.860724,15.151515,1.256184,0
0,0,1.8,6.939229,1,0.1298,565.765205,0.15195,0.574787,26.32,1.048173,0,0,0
0.129386,262.658592,1.7,-6.20488,1,0.2003,490.390205,0.15195,0.59935,31.21875,1.082917,7.142857,1.302338,0
0.679576,-1180.594956,-0.99,44.16159,1,0.1485,1745.523538,0.149331,0.629427,32.267778,0.905726,7.142857,1.302338,0
0.471463,3692.96394,0.96,-4.918702,1,0.1499,1639.440205,0.267223,0.291555,33.1625,1.475948,3.401361,1.381056,0
0.444557,-900.331998,-0.99,39.54783,1,0.1485,561.856871,0.15457,0.391529,25.607778,0.905726,18.518519,1.265672,0
0,0,1.79,-19.885097,1,0.1552,-317.264341,0.269843,0.389333,18.583636,1.484798,0,0,0
0,0,0.31,-2.652609,1,0.1458,-213.109795,0.065496,0.293635,19.51,0.754839,0,0,0
0,0,1.79,-14.26869,1,0.1552,59.153841,0.254124,0.253038,21.932727,1.484798,0,0,0
0.165276,335.517658,1.7,-21.943361,1,0.2003,88.390205,0.141471,0.3823,23.63875,1.082917,0.012189,1.649487,0
0.17632,170.417708,1.7,-24.278355,1,0.2003,686.365205,0.15195,0.18436,30.14375,1.082917,0.010583,1.696276,0
0.595015,-764.208722,-0.77,-43.054769,1,0.1361,2110.952705,0.15719,0.215377,40.46625,0.940931,0.012247,1.975582,0
0.44092,-469.537918,-0.64,-24.032506,1,0.1524,1477.523538,0.180769,0.295435,36.956667,0.849064,0.011743,1.58734,0
0.563628,-585.969314,-1.01,22.352662,1,0.1326,1820.64475,0.222686,0.380122,39.696364,1.248168,0.010331,1.365221,0
